name,Price,year,fuel_type,kms_driven,company
MG Hector,1695000.0,2021,Petrol,70000.0,MG
Hyundai i20,874000.0,2021,Petrol,5732.0,Hyundai
Honda Amaze,596000.0,2018,Petrol,53034.0,Honda
Honda City,179000.0,2009,Petrol,80000.0,Honda
Maruti Baleno,501000.0,2017,Petrol,66462.0,Maruti
Mahindra XUV500,575000.0,2013,Diesel,70000.0,Mahindra
Maruti Baleno,495000.0,2017,Petrol,52444.0,Maruti
Tata Safari Storme,500000.0,2014,Diesel,60000.0,Tata
MG Hector,1500000.0,2019,Petrol,40000.0,MG
Hyundai Grand i10 Nios,725000.0,2022,Petrol,10000.0,Hyundai
Toyota Urban cruiser,1030000.0,2022,Petrol,10000.0,Toyota
Maruti Ciaz,650000.0,2017,Diesel,70000.0,Maruti
Hyundai Grand i10,450000.0,2014,Petrol,14000.0,Hyundai
Ford Ecosport,689000.0,2019,Diesel,39500.0,Ford
Skoda Octavia,1250000.0,2018,Petrol,64213.0,Skoda
Maruti Alto 800,310000.0,2021,Petrol,20000.0,Maruti
Kia Seltos,1200000.0,2019,Petrol,60000.0,Kia
Isuzu D-Max,1280000.0,2018,Diesel,120000.0,Isuzu
Hyundai Grand i10,452000.0,2017,Petrol,48768.0,Hyundai
Maruti Celerio,404000.0,2020,Petrol,91970.0,Maruti
Maruti Baleno,473000.00000000006,2016,Petrol,34936.0,Maruti
Honda Jazz,252000.0,2011,Petrol,64071.0,Honda
Honda WR-V,950000.0,2022,Petrol,10000.0,Honda
Maruti Baleno,633000.0,2018,Petrol,60443.0,Maruti
Honda City,875000.0,2017,Petrol,56000.0,Honda
Maruti Swift,413000.0,2015,Petrol,10056.0,Maruti
Honda City,1100000.0,2020,Petrol,13000.0,Honda
Hyundai Creta,1250000.0,2020,Diesel,80000.0,Hyundai
Maruti Grand Vitara,650000.0,2012,Petrol,110000.0,Maruti
Maruti Wagon R,300000.0,2012,Petrol,60000.0,Maruti
Maruti Swift,713000.0,2022,Petrol,30000.0,Maruti
Ford Ecosport,515000.00000000006,2015,Petrol,90000.0,Ford
Maruti Baleno,600000.0,2020,Petrol,50000.0,Maruti
Maruti Ciaz,690000.0,2016,Petrol,48000.0,Maruti
Maruti Baleno,513000.0,2016,Petrol,35467.0,Maruti
Hyundai Verna,850000.0,2017,Petrol,54481.0,Hyundai
Maruti Brezza,835000.0,2022,Petrol,24000.0,Maruti
Hyundai Grand i10,439000.0,2017,Petrol,76181.0,Hyundai
Maruti Baleno,720000.0,2020,Petrol,23842.0,Maruti
Maruti Vitara Brezza,942000.0,2022,Petrol,20000.0,Maruti
Honda City,538000.0,2014,Petrol,94407.0,Honda
Hyundai Accent,100000.0,2009,Petrol,80000.0,Hyundai
Maruti Baleno,491000.0,2016,Petrol,124245.0,Maruti
Honda Amaze,925000.0,2022,Petrol,5100.0,Honda
Toyota Urban cruiser,1060000.0,2022,Petrol,30000.0,Toyota
Toyota Fortuner,900000.0,2012,Diesel,120000.0,Toyota
Maruti Vitara Brezza,670000.0,2018,Diesel,50000.0,Maruti
Ford Ecosport,500000.0,2017,Petrol,89698.0,Ford
Audi A4,1250000.0,2014,Diesel,18000.0,Audi
Maruti Swift,110000.0,2009,Petrol,100000.0,Maruti
Hyundai Santro Xing,150000.0,2010,Petrol,60000.0,Hyundai
Hyundai i10,240000.0,2014,Lpg,30000.0,Hyundai
Honda City,460000.0,2014,Petrol,100000.0,Honda
Hyundai Grand i10,411000.00000000006,2016,Petrol,58193.0,Hyundai
Maruti Baleno,481000.0,2017,Petrol,68621.0,Maruti
Honda WR-V,670000.0,2017,Petrol,50000.0,Honda
Maruti Baleno,724000.0,2020,Petrol,23399.0,Maruti
Hyundai i20 Active,546000.0,2017,Petrol,60915.0,Hyundai
Maruti Ertiga,799000.0,2018,Cng,44000.0,Maruti
Volkswagen Polo,278000.0,2013,Petrol,101297.0,Volkswagen
Honda City,1575000.0,2023,Petrol,10000.0,Honda
Honda Brio,261000.0,2013,Petrol,73883.0,Honda
Tata Safari Storme,415000.00000000006,2014,Diesel,75000.0,Tata
Mahindra KUV 100 NXT,399000.0,2018,Diesel,69000.0,Mahindra
Hyundai i10,220000.00000000003,2011,Petrol,58632.0,Hyundai
Honda Civic,330000.0,2011,Petrol,41352.0,Honda
Maruti Swift Dzire,435000.0,2015,Petrol,37000.0,Maruti
MG Hector,1750000.0,2021,Petrol,20100.0,MG
Mahindra XUV500,1475000.0,2019,Diesel,50000.0,Mahindra
Maruti Ignis,450000.0,2018,Petrol,90000.0,Maruti
Maruti Swift Dzire,380000.0,2016,Diesel,120000.0,Maruti
Hyundai Santro Xing,95000.0,2010,Cng,120000.0,Hyundai
Maruti Baleno,675000.0,2020,Petrol,59014.0,Maruti
Honda Brio,527000.0,2017,Petrol,43148.0,Honda
Maruti Swift Dzire,380000.0,2015,Petrol,89352.0,Maruti
Tata Tigor,689000.0,2021,Petrol,38511.0,Tata
Maruti Baleno,474000.0,2016,Petrol,66584.0,Maruti
Maruti Ignis,577000.0,2020,Petrol,19418.0,Maruti
Toyota Yaris,894999.9999999999,2018,Petrol,23000.0,Toyota
Nissan Sunny,250000.0,2012,Petrol,50000.0,Nissan
Kia Sonet,1025000.0,2022,Diesel,20000.0,Kia
Honda City,900000.0,2021,Petrol,30000.0,Honda
Hyundai Venue,650000.0,2020,Petrol,42000.0,Hyundai
Maruti Ciaz,1175000.0,2023,Petrol,600.0,Maruti
Chevrolet Optra,186000.0,2010,Petrol,30000.0,Chevrolet
Nissan Sunny,250000.0,2012,Petrol,70000.0,Nissan
Hyundai i20,425000.0,2015,Diesel,136288.0,Hyundai
Hyundai Grand i10,425000.0,2015,Petrol,48000.0,Hyundai
Hyundai Grand i10,523000.00000000006,2019,Petrol,49707.0,Hyundai
Honda Brio,240000.0,2012,Petrol,59443.0,Honda
Maruti Swift Dzire Tour,754000.0,2022,Cng,30000.0,Maruti
Jeep Compass,1285000.0,2017,Petrol,52000.0,Jeep
Mahindra XUV500,1317000.0,2019,Diesel,40398.0,Mahindra
Jeep Compass,1465000.0,2019,Petrol,50000.0,Jeep
Hyundai i20,491000.0,2017,Petrol,84181.0,Hyundai
Mahindra KUV 100 NXT,550000.0,2018,Petrol,10000.0,Mahindra
Maruti Swift,618000.0,2018,Diesel,66434.0,Maruti
Ford Ecosport,775000.0,2018,Petrol,40000.0,Ford
Maruti Wagon R,80000.0,2007,Petrol,100000.0,Maruti
Ford Ecosport,775000.0,2018,Petrol,40000.0,Ford
Tata Safari Storme,400000.0,2013,Diesel,100000.0,Tata
Honda Civic,200000.0,2010,Petrol,100000.0,Honda
Honda Civic,200000.0,2010,Petrol,100000.0,Honda
Hyundai i20,510000.0,2019,Petrol,70000.0,Hyundai
Audi Q3,869999.9999999999,2013,Diesel,87000.0,Audi
Maruti XL6,1100000.0,2021,Petrol,7000.0,Maruti
Maruti Ignis,445000.0,2017,Diesel,60000.0,Maruti
Ford Ecosport,547000.0,2015,Petrol,88710.0,Ford
Maruti Baleno,626000.0,2019,Petrol,47644.0,Maruti
Mahindra XUV500,1200000.0,2017,Diesel,40000.0,Mahindra
Maruti Baleno,445000.0,2016,Petrol,100505.0,Maruti
Hyundai i20,458000.0,2015,Petrol,106648.0,Hyundai
Hyundai Santro Xing,205000.0,2014,Cng,60000.0,Hyundai
Maruti Wagon R,507000.0,2019,Cng,53481.0,Maruti
Maruti Wagon R,240000.0,2012,Petrol,40000.0,Maruti
Maruti Baleno,713000.0,2019,Petrol,25050.0,Maruti
Mahindra XUV500,890000.0,2016,Diesel,77000.0,Mahindra
Maruti Swift,135000.0,2006,Petrol,120000.0,Maruti
Honda Amaze,390000.0,2014,Petrol,58000.0,Honda
Honda City,575000.0,2014,Petrol,96000.0,Honda
Maruti Celerio,400000.0,2019,Cng,51000.0,Maruti
Honda Jazz,350000.0,2015,Diesel,70000.0,Honda
Tata Nexon,825000.0,2020,Petrol,32456.0,Tata
Mahindra Thar,1650000.0,2021,Diesel,15000.0,Mahindra
Hyundai Verna,950000.0,2021,Petrol,34940.0,Hyundai
Hyundai Verna,500000.0,2016,Diesel,70000.0,Hyundai
Maruti Baleno,608000.0,2019,Petrol,73679.0,Maruti
Hyundai Grand i10,423000.00000000006,2017,Petrol,32722.0,Hyundai
Volkswagen Polo,800000.0,2018,Petrol,70000.0,Volkswagen
Hyundai Verna,922000.0,2019,Petrol,59059.0,Hyundai
Hyundai Grand i10,433000.0,2017,Petrol,34332.0,Hyundai
Ford Ecosport,525000.0,2018,Diesel,72194.0,Ford
Maruti Baleno,526000.0,2017,Petrol,56740.0,Maruti
Mahindra TUV 300,655000.0,2019,Diesel,72490.0,Mahindra
Hyundai Grand i10,459000.0,2018,Petrol,35828.0,Hyundai
Audi Q3,1450000.0,2015,Diesel,57088.0,Audi
Toyota Yaris,865000.0,2020,Petrol,70382.0,Toyota
Maruti Ignis,550000.0,2022,Petrol,20000.0,Maruti
Hyundai Verna,1125000.0,2018,Diesel,17000.0,Hyundai
MG Hector,1500000.0,2020,Petrol,30000.0,MG
Honda Jazz,261000.0,2012,Petrol,70000.0,Honda
Maruti Ertiga,950000.0,2019,Petrol,65202.0,Maruti
Maruti Ertiga,485000.0,2013,Petrol,72000.0,Maruti
Maruti Wagon R,510000.0,2021,Cng,45313.0,Maruti
Mahindra XUV500,664000.0,2014,Diesel,120000.0,Mahindra
Maruti Ritz,284000.0,2014,Petrol,54235.0,Maruti
Maruti Ignis,520000.0,2018,Petrol,52777.0,Maruti
Hyundai i20,590000.0,2018,Petrol,26000.0,Hyundai
Skoda Rapid,655000.0,2018,Petrol,77937.0,Skoda
Tata Tigor,699000.0,2021,Petrol,40663.0,Tata
Hyundai Grand i10,395000.0,2015,Petrol,40000.0,Hyundai
Toyota Etios,217000.0,2011,Petrol,115500.0,Toyota
Skoda Superb,940000.0,2015,Petrol,67000.0,Skoda
Hyundai Creta,886999.9999999999,2016,Petrol,16312.0,Hyundai
Maruti Swift Dzire,480000.0,2016,Petrol,60000.0,Maruti
Honda Mobilio,425000.0,2014,Petrol,90000.0,Honda
Hyundai Grand i10,495000.0,2018,Cng,67000.0,Hyundai
Maruti Ciaz,550000.0,2015,Petrol,80000.0,Maruti
Hyundai i10,137000.0,2011,Petrol,60000.0,Hyundai
Honda City,565000.0,2015,Petrol,34253.0,Honda
Kia Seltos,1290000.0,2019,Petrol,27000.0,Kia
Maruti Celerio,355000.0,2017,Petrol,64000.0,Maruti
Hyundai Xcent,386000.0,2015,Petrol,67827.0,Hyundai
Maruti Baleno,514000.0,2018,Petrol,79094.0,Maruti
Hyundai Verna,325000.0,2012,Petrol,64589.0,Hyundai
Hyundai i20 Active,508000.0,2015,Petrol,88309.0,Hyundai
Maruti Swift,567000.0,2018,Petrol,66688.0,Maruti
Maruti Baleno,670000.0,2022,Petrol,20000.0,Maruti
Maruti Ciaz,760000.0,2018,Petrol,60653.0,Maruti
Hyundai Grand i10,398000.0,2017,Petrol,86527.0,Hyundai
Honda Amaze,485000.0,2017,Petrol,67000.0,Honda
Honda Jazz,135000.0,2009,Petrol,70000.0,Honda
Ford Ecosport,300000.0,2013,Petrol,70000.0,Ford
Honda Amaze,525000.0,2018,Petrol,70311.0,Honda
Tata Tiago,375000.0,2016,Petrol,54000.0,Tata
Honda City,130000.0,2009,Petrol,80000.0,Honda
Honda WR-V,595000.0,2017,Diesel,52000.0,Honda
Maruti Wagon R,200000.0,2010,Petrol,20000.0,Maruti
Hyundai i20,531000.0,2019,Diesel,80000.0,Hyundai
Maruti Wagon R,150000.0,2009,Petrol,110000.0,Maruti
Mahindra Thar,1625000.0,2021,Diesel,15000.0,Mahindra
Maruti Wagon R,503000.0,2019,Cng,69821.0,Maruti
Tata Altroz,861999.9999999999,2021,Petrol,12754.0,Tata
Toyota Corolla Altis,880000.0000000001,2017,Petrol,69000.0,Toyota
Maruti Wagon R,272000.0,2014,Petrol,98390.0,Maruti
Maruti Ciaz,627000.0,2016,Petrol,84195.0,Maruti
Maruti Ignis,428000.0,2017,Petrol,77184.0,Maruti
Tata Manza,175000.0,2012,Petrol,40000.0,Tata
Hyundai Grand i10,414000.0,2017,Petrol,82848.0,Hyundai
Tata Tiago,510000.0,2019,Petrol,30000.0,Tata
Honda Jazz,550000.0,2016,Petrol,50000.0,Honda
Maruti Alto K10,170000.0,2013,Petrol,70000.0,Maruti
Maruti Baleno,450000.0,2017,Petrol,47688.0,Maruti
Toyota Corolla Altis,110000.0,2009,Petrol,100000.0,Toyota
Nissan Micra,200000.0,2014,Diesel,90000.0,Nissan
Maruti Wagon R,33000.0,2006,Petrol,40000.0,Maruti
Mahindra KUV 100 NXT,350000.0,2018,Petrol,40000.0,Mahindra
Renault Duster,410000.0,2016,Diesel,50000.0,Renault
Toyota Corolla Altis,500000.0,2012,Petrol,30000.0,Toyota
Maruti Baleno,543000.0,2018,Petrol,106711.0,Maruti
Hyundai i20,514000.0,2017,Petrol,83741.0,Hyundai
Audi Q5,1150000.0,2014,Diesel,50000.0,Audi
Volkswagen Vento,747000.0,2018,Diesel,105792.0,Volkswagen
Maruti Baleno,593000.0,2019,Petrol,88750.0,Maruti
Mahindra XUV500,900000.0,2014,Diesel,70000.0,Mahindra
Hyundai i20 Active,539000.0,2018,Petrol,89972.0,Hyundai
Volkswagen Vento,335000.0,2014,Petrol,50000.0,Volkswagen
Honda Jazz,594000.0,2019,Petrol,36785.0,Honda
Hyundai Verna,910000.0,2019,Petrol,48000.0,Hyundai
Renault Triber,760000.0,2021,Petrol,50000.0,Renault
Maruti Vitara Brezza,490000.00000000006,2016,Diesel,40000.0,Maruti
Hyundai i20,521000.0,2017,Petrol,59000.0,Hyundai
Jeep Compass,1400000.0,2019,Petrol,70000.0,Jeep
Kia Seltos,900000.0,2019,Diesel,110000.0,Kia
Mahindra Scorpio,950000.0,2015,Diesel,100000.0,Mahindra
Skoda Rapid,765000.0,2020,Petrol,48000.0,Skoda
Hyundai Xcent,555000.0,2017,Petrol,22424.0,Hyundai
Hyundai Xcent,477000.0,2017,Petrol,58147.0,Hyundai
Hyundai Grand i10,341000.0,2015,Petrol,67000.0,Hyundai
Maruti Celerio,476000.0,2019,Petrol,112479.0,Maruti
Maruti Swift Dzire,611000.0,2018,Petrol,25494.0,Maruti
Hyundai Creta,790000.0,2016,Diesel,78000.0,Hyundai
Hyundai i20,513000.0,2016,Petrol,51276.0,Hyundai
Hyundai Creta,825000.0,2017,Diesel,85000.0,Hyundai
Honda Jazz,584000.0,2018,Petrol,75402.0,Honda
Toyota Corolla Altis,665000.0,2014,Petrol,109000.0,Toyota
Honda Amaze,475000.0,2017,Petrol,34000.0,Honda
Hyundai Xcent,330000.0,2015,Petrol,80000.0,Hyundai
Honda Amaze,635000.0,2018,Diesel,60000.0,Honda
Nissan Terrano,399000.0,2014,Diesel,60000.0,Nissan
Maruti Swift Dzire,420000.0,2014,Petrol,59000.0,Maruti
Ford Ecosport,460000.0,2016,Diesel,99000.0,Ford
Maruti Ciaz,720000.0,2018,Petrol,79982.0,Maruti
Honda City,846000.0000000001,2017,Petrol,67047.0,Honda
Volkswagen Jetta,500000.0,2012,Diesel,50000.0,Volkswagen
Maruti Baleno,471000.0,2017,Petrol,85782.0,Maruti
Maruti Baleno,446000.0,2016,Petrol,99547.0,Maruti
Renault KWID,365000.0,2018,Petrol,30000.0,Renault
Maruti Celerio,354000.0,2017,Petrol,69455.0,Maruti
Volkswagen Taigun,1650000.0,2022,Petrol,14000.0,Volkswagen
Ford Ecosport,877999.9999999999,2019,Petrol,40738.0,Ford
Maruti Swift,525000.0,2020,Petrol,30000.0,Maruti
Ford Ecosport,830000.0000000001,2020,Diesel,50000.0,Ford
Nissan Sunny,200000.0,2012,Petrol,90000.0,Nissan
Honda City,1345000.0,2022,Petrol,10700.0,Honda
Honda City,1345000.0,2022,Petrol,10000.0,Honda
Maruti Wagon R,350000.0,2017,Petrol,80000.0,Maruti
Toyota Fortuner,1600000.0,2015,Diesel,60000.0,Toyota
Honda City,746000.0,2016,Petrol,48430.0,Honda
Ford Ecosport,639000.0,2018,Diesel,93671.0,Ford
Toyota Fortuner,1449000.0,2015,Diesel,100000.0,Toyota
Maruti Ciaz,736000.0,2018,Petrol,108665.0,Maruti
Tata Tiago,749000.0,2022,Cng,17447.0,Tata
Renault Duster,693000.0,2019,Diesel,100579.0,Renault
Nissan Micra,275000.0,2013,Petrol,80000.0,Nissan
Hyundai Santro,475000.0,2019,Petrol,65039.0,Hyundai
Hyundai i10,150000.0,2010,Petrol,50000.0,Hyundai
Honda City,665000.0,2015,Petrol,65000.0,Honda
Hyundai i20,225000.0,2011,Petrol,84000.0,Hyundai
Maruti Vitara Brezza,850000.0,2018,Diesel,80000.0,Maruti
Honda City,550000.0,2016,Petrol,50500.0,Honda
Tata Zest,285000.0,2016,Petrol,90000.0,Tata
Honda City,300000.0,2010,Petrol,80000.0,Honda
Hyundai Santro Xing,185000.0,2011,Petrol,40462.0,Hyundai
Maruti Swift,525000.0,2018,Petrol,40000.0,Maruti
Maruti Swift Dzire,375000.0,2013,Diesel,150000.0,Maruti
Hyundai Verna,1012000.0,2020,Petrol,47761.0,Hyundai
Hyundai Creta,1350000.0,2020,Diesel,80488.0,Hyundai
Maruti S-Presso,400000.0,2020,Cng,70000.0,Maruti
Hyundai Grand i10,525000.0,2017,Petrol,66000.0,Hyundai
Renault KWID,425000.0,2019,Petrol,41900.0,Renault
Hyundai Grand i10,525000.0,2019,Petrol,45000.0,Hyundai
Volkswagen Polo,375000.0,2013,Petrol,52000.0,Volkswagen
Honda Amaze,410000.0,2015,Petrol,64000.0,Honda
Mahindra KUV 100 NXT,435000.0,2018,Cng,76500.0,Mahindra
Honda City,645000.0,2016,Petrol,48000.0,Honda
Tata Nexon,775000.0,2019,Petrol,42000.0,Tata
Renault Duster,375000.0,2014,Petrol,50000.0,Renault
Ford Ecosport,650000.0,2017,Petrol,55000.0,Ford
Volkswagen Vento,205000.0,2010,Petrol,90000.0,Volkswagen
Mahindra KUV 100,529000.0,2018,Petrol,33091.0,Mahindra
Renault KWID,300000.0,2018,Petrol,40838.0,Renault
Toyota Innova Crysta,1678000.0,2018,Diesel,71914.0,Toyota
Maruti Swift,499000.0,2017,Petrol,67043.0,Maruti
Toyota Etios,207000.0,2011,Petrol,100010.0,Toyota
Maruti Celerio,390000.0,2016,Petrol,70000.0,Maruti
Honda City,603000.0,2015,Petrol,56857.0,Honda
Toyota Camry,1400000.0,2014,Petrol,120000.0,Toyota
Toyota Innova Crysta,1725000.0,2019,Diesel,68000.0,Toyota
BMW 7 Series,1600000.0,2012,Petrol,67000.0,BMW
Toyota Corolla Altis,1250000.0,2017,Petrol,37000.0,Toyota
Hyundai i20,250000.0,2012,Diesel,100000.0,Hyundai
Honda Amaze,935000.0,2022,Petrol,10000.0,Honda
Maruti Ertiga,551000.0,2013,Cng,116059.0,Maruti
Maruti Ignis,506000.0,2022,Petrol,18254.0,Maruti
Honda Amaze,422000.0,2016,Petrol,108133.0,Honda
Maruti Ertiga,631000.0,2014,Petrol,66198.0,Maruti
Maruti Baleno,590000.0,2017,Petrol,49000.0,Maruti
Hyundai Grand i10,499000.0,2017,Petrol,89733.0,Hyundai
Maruti Swift,785000.0,2022,Petrol,20000.0,Maruti
Hyundai i20,325000.0,2014,Diesel,90360.0,Hyundai
Toyota Yaris,925000.0,2020,Petrol,26000.0,Toyota
Maruti Ciaz,645000.0,2016,Petrol,68000.0,Maruti
Maruti Ciaz,760000.0,2018,Petrol,60000.0,Maruti
Honda City,1245000.0,2021,Petrol,8000.0,Honda
Renault Duster,500000.0,2014,Diesel,120000.0,Renault
Maruti Wagon R,280000.0,2015,Cng,70000.0,Maruti
Honda City,115000.0,2009,Petrol,90000.0,Honda
Ford Ecosport,600000.0,2018,Diesel,70000.0,Ford
Tata Harrier,1650000.0,2021,Diesel,70000.0,Tata
Hyundai Venue,852999.9999999999,2021,Petrol,14445.0,Hyundai
Tata Nexon,861000.0,2019,Petrol,29847.0,Tata
Volkswagen Vento,275000.0,2011,Petrol,80000.0,Volkswagen
Hyundai Grand i10,418000.0,2014,Petrol,88443.0,Hyundai
Hyundai i10,190000.0,2011,Petrol,82892.0,Hyundai
Hyundai i20 Active,519000.00000000006,2015,Petrol,59549.0,Hyundai
Maruti Wagon R,320000.0,2015,Cng,70000.0,Maruti
Maruti Wagon R,501000.0,2019,Cng,64228.0,Maruti
Maruti Swift,700000.0,2022,Petrol,10000.0,Maruti
Ford Ecosport,600000.0,2018,Diesel,60000.0,Ford
Tata Nexon,675000.0,2018,Petrol,32000.0,Tata
Maruti Swift,550000.0,2019,Petrol,20000.0,Maruti
Maruti Wagon R,345000.0,2016,Cng,65000.0,Maruti
Maruti Wagon R,541000.0,2021,Cng,23900.0,Maruti
Maruti Alto K10,430000.0,2023,Petrol,2900.0,Maruti
Hyundai Venue,860000.0,2022,Petrol,15000.0,Hyundai
Hyundai Santro,530000.0,2022,Petrol,11200.0,Hyundai
Tata Nexon EV Prime,1423000.0,2023,Electric,17000.0,Tata
Kia Sonet,1070000.0,2023,Petrol,1900.0,Kia
Hyundai i10,173000.0,2010,Petrol,70098.0,Hyundai
Nissan Magnite,707000.0,2021,Petrol,30498.0,Nissan
Honda Amaze,819999.9999999999,2021,Petrol,33000.0,Honda
Renault Kiger,827999.9999999999,2021,Petrol,7243.0,Renault
Maruti Brezza,1255000.0,2023,Petrol,7867.0,Maruti
Maruti Vitara Brezza,690000.0,2018,Diesel,110000.0,Maruti
Renault Triber,616000.0,2022,Petrol,49650.0,Renault
Hyundai Venue,800000.0,2019,Petrol,21366.0,Hyundai
Ford Aspire,315000.0,2015,Diesel,100000.0,Ford
Ford Aspire,315000.0,2015,Diesel,100000.0,Ford
Honda City,650000.0,2015,Petrol,48000.0,Honda
Maruti Wagon R,310000.0,2017,Cng,120000.0,Maruti
Tata Nexon,825000.0,2019,Petrol,58000.0,Tata
Honda Amaze,485000.0,2016,Petrol,58000.0,Honda
Honda Amaze,350000.0,2015,Petrol,50000.0,Honda
Honda Amaze,795000.0,2019,Petrol,32000.0,Honda
Maruti Swift,470000.0,2017,Petrol,3721.0,Maruti
Hyundai Grand i10 Nios,625000.0,2020,Petrol,16564.0,Hyundai
Tata Punch,794000.0,2022,Petrol,15992.0,Tata
Maruti Alto K10,266000.0,2015,Petrol,91380.0,Maruti
Maruti Alto K10,296000.0,2017,Petrol,47231.0,Maruti
Maruti Vitara Brezza,607000.0,2018,Diesel,89908.0,Maruti
Toyota Glanza,740000.0,2022,Petrol,30000.0,Toyota
Fiat Punto,115000.0,2013,Diesel,120000.0,Fiat
Hyundai i10,167000.0,2010,Petrol,99100.0,Hyundai
Jeep Compass,1475000.0,2019,Petrol,22000.0,Jeep
Mahindra XUV500,1265000.0,2020,Diesel,30120.0,Mahindra
Renault Triber,835000.0,2023,Petrol,4000.0,Renault
Hyundai Venue,1095000.0,2021,Diesel,14800.0,Hyundai
Hyundai i20,309000.0,2012,Petrol,54650.0,Hyundai
Hyundai i10,205000.0,2010,Petrol,99343.0,Hyundai
Jeep Compass,1698999.9999999998,2020,Diesel,22800.0,Jeep
Maruti Wagon R,303000.0,2014,Petrol,37961.0,Maruti
Maruti Alto K10,264000.0,2016,Petrol,76751.0,Maruti
MG Astor,1541000.0,2021,Petrol,24788.0,MG
Mitsubishi Outlander,400000.0,2010,Petrol,90000.0,Mitsubishi
Maruti Alto K10,308000.0,2017,Petrol,70036.0,Maruti
Mahindra XUV500,1000000.0,2019,Diesel,45500.0,Mahindra
Hyundai i20,240000.0,2012,Petrol,75000.0,Hyundai
Mercedes-Benz A Class,1290000.0,2014,Diesel,40000.0,Mercedes-Benz
Honda City,440000.00000000006,2013,Petrol,61000.0,Honda
Toyota Innova,670000.0,2013,Diesel,126000.0,Toyota
Maruti Ciaz,800000.0,2018,Petrol,30000.0,Maruti
Maruti Ertiga,921000.0,2019,Petrol,77293.0,Maruti
Maruti Swift Dzire,310000.0,2013,Petrol,110000.0,Maruti
Maruti Alto K10,358000.0,2019,Petrol,25502.0,Maruti
Maruti Celerio,390000.0,2016,Petrol,57120.0,Maruti
Toyota Innova Crysta,1350000.0,2016,Diesel,97000.0,Toyota
Maruti Wagon R,345000.0,2017,Petrol,51868.0,Maruti
Hyundai i10,208000.0,2010,Petrol,52725.0,Hyundai
Maruti Swift,320000.0,2014,Diesel,50000.0,Maruti
Hyundai i10,210000.0,2012,Petrol,84929.0,Hyundai
Honda WR-V,675000.0,2017,Petrol,42000.0,Honda
Maruti XL6,1100000.0,2019,Petrol,21515.0,Maruti
Audi A6,1200000.0,2015,Diesel,50000.0,Audi
Tata Tiago,440000.00000000006,2019,Petrol,53000.0,Tata
Maruti Celerio,385000.0,2016,Petrol,71000.0,Maruti
Honda Amaze,720000.0,2019,Petrol,48000.0,Honda
Maruti Baleno,540000.0,2018,Petrol,56000.0,Maruti
Maruti Vitara Brezza,825000.0,2018,Diesel,60000.0,Maruti
Tata Altroz,720000.0,2021,Petrol,50000.0,Tata
Maruti Wagon R,230000.0,2016,Cng,120000.0,Maruti
Maruti Ritz,200000.0,2011,Petrol,50000.0,Maruti
Maruti Ertiga,1160000.0,2022,Cng,30000.0,Maruti
Maruti Swift,723000.0,2023,Petrol,3819.0,Maruti
Hyundai i20,806000.0,2020,Petrol,7825.0,Hyundai
Honda City,700000.0,2016,Petrol,70000.0,Honda
Maruti Celerio,507000.0,2019,Petrol,27436.0,Maruti
Maruti Ertiga,499000.0,2013,Petrol,40673.0,Maruti
Hyundai Verna,1300000.0,2022,Diesel,60000.0,Hyundai
Maruti Swift,639000.0,2018,Petrol,33100.0,Maruti
Maruti SX4,130000.0,2009,Petrol,80000.0,Maruti
Maruti Alto K10,331000.0,2019,Petrol,57929.0,Maruti
Hyundai i20,790000.0,2022,Petrol,8500.0,Hyundai
Honda City,376000.0,2011,Petrol,60000.0,Honda
Maruti Swift,310000.0,2013,Petrol,120000.0,Maruti
Mitsubishi Outlander,570000.0,2011,Petrol,76000.0,Mitsubishi
Maruti Ertiga,1065000.0,2021,Cng,35000.0,Maruti
Honda City,570000.0,2015,Petrol,19681.0,Honda
Ford Fiesta Classic,150000.0,2012,Petrol,68866.0,Ford
Maruti Vitara Brezza,690000.0,2018,Diesel,100000.0,Maruti
Maruti Ciaz,550000.0,2016,Petrol,70000.0,Maruti
Maruti Celerio,419000.00000000006,2016,Petrol,53338.0,Maruti
Honda Amaze,506000.0,2017,Petrol,41558.0,Honda
Maruti Alto,130000.0,2011,Petrol,10000.0,Maruti
Maruti Baleno,528000.0,2017,Petrol,25403.0,Maruti
Honda City,608000.0,2014,Petrol,52800.0,Honda
Toyota Innova Crysta,1750000.0,2019,Diesel,60000.0,Toyota
Maruti Swift,300000.0,2012,Petrol,92543.0,Maruti
Audi A6,1500000.0,2015,Diesel,28000.0,Audi
Hyundai i10,178000.0,2011,Petrol,95525.0,Hyundai
Kia Seltos,1325000.0,2020,Diesel,3200.0,Kia
Maruti Brezza,945000.0,2022,Petrol,23000.0,Maruti
Maruti Swift,700000.0,2023,Petrol,2700.0,Maruti
Hyundai Grand i10,399000.0,2015,Petrol,30000.0,Hyundai
Ford Ecosport,556000.0,2017,Petrol,130000.0,Ford
Mahindra XUV500,894999.9999999999,2016,Diesel,60000.0,Mahindra
Chevrolet Spark,89999.0,2009,Petrol,12400.0,Chevrolet
Volkswagen Polo,333000.0,2014,Diesel,79000.0,Volkswagen
Honda Civic,1400000.0,2020,Petrol,32000.0,Honda
Volkswagen Polo,324000.0,2011,Petrol,39368.0,Volkswagen
Hyundai i20,359000.0,2013,Petrol,49597.0,Hyundai
Mercedes-Benz E-Class,950000.0,2011,Petrol,70000.0,Mercedes-Benz
