name,Price,year,fuel_type,kms_driven,company
Hyundai Creta,1478000.0,2020,Diesel,58323.0,Hyundai
Mahindra TUV 300,695000.0,2016,Diesel,73498.0,Mahindra
Maruti Vitara Brezza,800000.0,2018,Diesel,52743.0,Maruti
Hyundai Verna,420000.0,2012,Diesel,100000.0,Hyundai
Maruti Swift,290000.0,2011,Petrol,111350.0,Maruti
Skoda Octavia,100000.0,2005,Diesel,150000.0,Skoda
Tata Tiago,650000.0,2022,Cng,20000.0,Tata
Ford Aspire,500000.0,2017,Diesel,63134.0,Ford
Honda City,790000.0,2019,Petrol,89547.0,Honda
Ford Ecosport,900000.0,2018,Diesel,25000.0,Ford
Volkswagen Polo,568000.0,2016,Petrol,61583.0,Volkswagen
Honda Amaze,461000.00000000006,2015,Diesel,102002.0,Honda
Maruti Wagon R,400000.0,2016,Petrol,38980.0,Maruti
Hyundai Elantra,983000.0,2017,Petrol,108463.0,Hyundai
Honda WR-V,739000.0,2017,Petrol,30033.0,Honda
Renault KWID,340000.0,2016,Petrol,29084.0,Renault
Maruti Celerio,366000.0,2016,Petrol,69437.0,Maruti
Honda New Accord,300000.0,2009,Petrol,70000.0,Honda
Maruti Swift,368000.0,2013,Petrol,88122.0,Maruti
Volkswagen Vento,346000.0,2011,Petrol,98263.0,Volkswagen
Honda Jazz,450000.0,2016,Petrol,73674.0,Honda
Maruti Celerio,450000.0,2016,Petrol,37718.0,Maruti
Honda Jazz,590000.0,2016,Diesel,66030.0,Honda
Hyundai Santro Xing,185000.0,2006,Petrol,72110.0,Hyundai
Honda City,200000.0,2008,Petrol,100000.0,Honda
Hyundai Grand i10,300000.0,2013,Petrol,10000.0,Hyundai
Maruti Ritz,150000.0,2010,Petrol,20000.0,Maruti
Maruti Versa,80000.0,2002,Petrol,90000.0,Maruti
Fiat Punto,180000.0,2014,Petrol,90000.0,Fiat
Toyota Glanza,843000.0,2020,Petrol,56118.0,Toyota
Hyundai i10,300000.0,2012,Petrol,93968.0,Hyundai
Hyundai Grand i10 Nios,560000.0,2021,Petrol,30000.0,Hyundai
Volkswagen Polo,744000.0,2020,Petrol,41364.0,Volkswagen
Honda City,419000.00000000006,2013,Petrol,108898.0,Honda
Kia Seltos,1369000.0,2020,Petrol,35589.0,Kia
Mitsubishi Lancer,90000.0,2003,Petrol,150000.0,Mitsubishi
Hyundai i10,380000.0,2016,Petrol,41514.0,Hyundai
Renault Triber,661000.0,2021,Petrol,27925.0,Renault
Mahindra KUV 100,320000.0,2017,Petrol,40000.0,Mahindra
Hyundai EON,200000.0,2014,Petrol,60000.0,Hyundai
Hyundai Verna,145000.0,2008,Petrol,90000.0,Hyundai
Volkswagen Polo,325000.0,2013,Petrol,65744.0,Volkswagen
Maruti A-Star,200000.0,2011,Petrol,80000.0,Maruti
Maruti Ertiga,1025000.0,2020,Petrol,30000.0,Maruti
Tata Indica,50000.0,2007,Diesel,60000.0,Tata
Skoda Kushaq,1300000.0,2022,Petrol,20000.0,Skoda
Volkswagen Vento,232000.0,2012,Petrol,90000.0,Volkswagen
Volkswagen Taigun,1639000.0,2021,Petrol,18655.0,Volkswagen
Tata Tiago,536000.0,2020,Petrol,51578.0,Tata
Ford Figo,230000.0,2012,Diesel,113000.0,Ford
Renault KWID,357000.0,2016,Petrol,27861.0,Renault
Maruti Ciaz,786000.0,2020,Petrol,20419.0,Maruti
Volkswagen Vento,410000.0,2013,Petrol,49165.0,Volkswagen
Honda WR-V,607000.0,2018,Petrol,38309.0,Honda
Toyota Urban cruiser,1150000.0,2022,Petrol,12000.0,Toyota
Honda Jazz,684000.0,2017,Petrol,27872.0,Honda
Renault KWID,451000.0,2022,Petrol,14023.0,Renault
Maruti Ertiga,985000.0,2019,Petrol,30000.0,Maruti
Tata Nexon,800000.0,2021,Diesel,30000.0,Tata
Hyundai Verna,450000.0,2012,Diesel,116377.0,Hyundai
Volkswagen Polo,785000.0,2021,Diesel,13109.0,Volkswagen
Ford Aspire,415000.00000000006,2015,Diesel,67500.0,Ford
Hyundai Santro Xing,150000.0,2007,Petrol,84169.0,Hyundai
Audi A3,1500000.0,2016,Diesel,50000.0,Audi
Ford Figo,170000.0,2011,Petrol,80000.0,Ford
Maruti Ertiga,1000000.0,2022,Petrol,14475.0,Maruti
Hyundai Grand i10 Nios,570000.0,2020,Petrol,20000.0,Hyundai
Maruti Baleno,638000.0,2018,Petrol,53631.0,Maruti
Ford Ecosport,674000.0,2018,Petrol,92562.0,Ford
Maruti SX4,200000.0,2010,Petrol,90000.0,Maruti
Maruti Alto 800,433000.0,2021,Petrol,24690.0,Maruti
Renault KWID,518000.0,2020,Petrol,15915.0,Renault
Ford Figo,175000.0,2011,Diesel,100000.0,Ford
Renault Kiger,840000.0,2021,Petrol,36390.0,Renault
Maruti Ritz,295000.0,2012,Petrol,9112.0,Maruti
Ford Figo,740000.0,2021,Petrol,13923.0,Ford
Maruti Celerio,520000.0,2017,Petrol,58263.0,Maruti
Maruti Eeco,470000.0,2021,Petrol,20000.0,Maruti
Maruti Ritz,200000.0,2015,Diesel,80000.0,Maruti
Maruti Swift,395000.0,2013,Diesel,65991.0,Maruti
Mahindra KUV 100 NXT,350000.0,2016,Diesel,13397.0,Mahindra
Maruti Ciaz,550000.0,2015,Petrol,57121.0,Maruti
Tata Zest,400000.0,2015,Petrol,70418.0,Tata
Honda Amaze,640000.0,2019,Petrol,22421.0,Honda
Tata Indica,135000.0,2009,Diesel,83045.0,Tata
Hyundai i10,170000.0,2008,Petrol,86715.0,Hyundai
Hyundai i10,195000.0,2008,Petrol,77032.0,Hyundai
Datsun RediGO,312000.0,2019,Petrol,21614.0,Datsun
Maruti Alto 800,383000.0,2020,Petrol,35375.0,Maruti
Volkswagen Vento,310000.0,2010,Diesel,89545.0,Volkswagen
Hyundai i20,590000.0,2019,Petrol,83298.0,Hyundai
Maruti Ignis,758000.0,2022,Petrol,33250.0,Maruti
Honda Jazz,480000.0,2015,Petrol,75000.0,Honda
Ford Ecosport,794000.0,2018,Diesel,87026.0,Ford
Honda City,1069000.0,2020,Petrol,37294.0,Honda
Renault KWID,327000.0,2016,Petrol,65840.0,Renault
Honda Amaze,425000.0,2015,Petrol,62865.0,Honda
Mahindra KUV 100 NXT,435000.0,2017,Diesel,62442.0,Mahindra
Volkswagen Vento,330000.0,2014,Petrol,154931.0,Volkswagen
Honda City,800000.0,2017,Petrol,63318.0,Honda
Honda City,750000.0,2017,Petrol,47146.0,Honda
Hyundai Grand i10,495000.0,2016,Petrol,17797.0,Hyundai
Maruti Swift,475000.0,2015,Petrol,52802.0,Maruti
Honda WR-V,700000.0,2018,Diesel,46830.0,Honda
Ford Ecosport,785000.0,2018,Petrol,70038.0,Ford
Tata Altroz,795000.0,2021,Petrol,15957.0,Tata
Honda Amaze,415000.00000000006,2014,Petrol,63860.0,Honda
Maruti Swift Dzire,660000.0,2017,Petrol,51252.0,Maruti
Ford Ecosport,543000.0,2015,Petrol,56071.0,Ford
Honda Jazz,650000.0,2017,Diesel,38100.0,Honda
Mahindra XUV500,1129000.0,2017,Diesel,87634.0,Mahindra
Hyundai i10,270000.0,2010,Petrol,14424.0,Hyundai
Tata Tigor,557000.0,2018,Petrol,39542.0,Tata
Hyundai Grand i10,441000.0,2016,Petrol,114507.0,Hyundai
Fiat Punto Pure,340000.0,2015,Diesel,67129.0,Fiat
Volkswagen Polo,1000000.0,2021,Petrol,35405.0,Volkswagen
Volkswagen Polo,295000.0,2010,Diesel,62992.0,Volkswagen
Hyundai Santro Xing,165000.0,2009,Petrol,94241.0,Hyundai
Tata Indica,149000.0,2013,Diesel,101423.0,Tata
Toyota Etios,475000.0,2013,Petrol,21647.0,Toyota
Nissan Micra,135000.0,2010,Petrol,78210.0,Nissan
Hyundai Grand i10,430000.0,2015,Petrol,39922.0,Hyundai
Maruti Wagon R,375000.0,2017,Petrol,61372.0,Maruti
Hyundai i10,145000.0,2008,Petrol,60250.0,Hyundai
Hyundai Grand i10,398000.0,2014,Petrol,91617.0,Hyundai
Hyundai i20 N Line,1076000.0,2021,Petrol,23899.0,Hyundai
Maruti Swift,430000.0,2015,Petrol,89000.0,Maruti
Maruti Celerio,400000.0,2017,Petrol,97445.0,Maruti
Hyundai i10,287000.0,2012,Petrol,69680.0,Hyundai
Hyundai i20,495000.0,2014,Petrol,87431.0,Hyundai
Hyundai EON,298000.0,2015,Petrol,98204.0,Hyundai
Honda Mobilio,425000.0,2014,Diesel,161471.0,Honda
Honda City,431000.0,2012,Petrol,108338.0,Honda
Hyundai i20,577000.0,2016,Petrol,47045.0,Hyundai
Tata Tigor,600000.0,2018,Petrol,18079.0,Tata
Hyundai i10,225000.0,2009,Petrol,44985.0,Hyundai
Maruti Ciaz,675000.0,2017,Diesel,84095.0,Maruti
Jeep Compass,1475000.0,2020,Diesel,50520.0,Jeep
Mahindra Renault Logan,145000.0,2010,Diesel,82124.0,Mahindra Renault
Hyundai Santro Xing,100000.0,2005,Petrol,91644.0,Hyundai
Hyundai Santro Xing,70000.0,2005,Petrol,100658.0,Hyundai
Honda Amaze,750000.0,2018,Petrol,3228.0,Honda
Tata Indigo,150000.0,2010,Petrol,41516.0,Tata
Chevrolet Beat,195000.0,2012,Diesel,86147.0,Chevrolet
Honda City,364000.0,2010,Petrol,101566.0,Honda
Skoda Rapid,729000.0,2018,Diesel,73139.0,Skoda
Honda Amaze,840000.0,2019,Diesel,16787.0,Honda
Skoda Rapid,680000.0,2016,Petrol,99715.0,Skoda
Datsun GO Plus,414000.0,2018,Petrol,44386.0,Datsun
Volkswagen Polo,380000.0,2014,Petrol,56200.0,Volkswagen
Datsun GO Plus,428000.0,2018,Petrol,17003.0,Datsun
Hyundai Grand i10,465000.00000000006,2014,Petrol,44632.0,Hyundai
Hyundai Creta,1034000.0,2018,Petrol,32091.0,Hyundai
Renault Triber,772000.0,2021,Petrol,22740.0,Renault
Volkswagen Ameo,450000.0,2018,Petrol,95495.0,Volkswagen
Hyundai Verna,210000.0,2010,Petrol,122533.0,Hyundai
Maruti Swift Dzire,410000.0,2013,Petrol,55320.0,Maruti
Hyundai i20,325000.0,2012,Diesel,68459.0,Hyundai
Honda Amaze,450000.0,2016,Petrol,14195.0,Honda
Hyundai i20,280000.0,2012,Petrol,67900.0,Hyundai
Maruti Wagon R,410000.0,2017,Petrol,47756.0,Maruti
Hyundai Grand i10,520000.0,2016,Petrol,42856.0,Hyundai
Volkswagen Polo,560000.0,2014,Diesel,43000.0,Volkswagen
Toyota Yaris,702000.0,2019,Petrol,27652.0,Toyota
Renault Triber,656000.0,2021,Petrol,23539.0,Renault
Maruti Ciaz,525000.0,2015,Petrol,50000.0,Maruti
Maruti Alto K10,357000.0,2017,Petrol,18861.0,Maruti
Maruti Swift,512000.0,2017,Petrol,41138.0,Maruti
Hyundai i10,250000.0,2012,Petrol,55039.0,Hyundai
Hyundai i20,700000.0,2018,Petrol,41361.0,Hyundai
Ford Ecosport,535000.0,2015,Diesel,81037.0,Ford
Honda Jazz,641000.0,2017,Petrol,28897.0,Honda
Mahindra KUV 100,339000.0,2016,Petrol,46308.0,Mahindra
Hyundai Santro Xing,170000.0,2009,Petrol,80033.0,Hyundai
Maruti Wagon R,310000.0,2012,Petrol,100056.0,Maruti
Hyundai i20,725000.0,2018,Petrol,90062.0,Hyundai
Chevrolet Optra,115000.0,2005,Petrol,80030.0,Chevrolet
Mahindra TUV 300,645000.0,2016,Diesel,90042.0,Mahindra
Maruti Wagon R,440000.00000000006,2017,Petrol,78030.0,Maruti
BMW X3,1650000.0,2013,Diesel,55000.0,BMW
Hyundai Santa Fe,975000.0,2014,Diesel,100049.0,Hyundai
Chevrolet Tavera,535000.0,2010,Diesel,138033.0,Chevrolet
Datsun GO Plus,433000.0,2018,Petrol,14126.0,Datsun
Renault Duster,1045000.0,2020,Petrol,35464.0,Renault
Mahindra Ssangyong Rexton,550000.0,2013,Diesel,100036.0,Mahindra Ssangyong
Hyundai Grand i10,411000.00000000006,2015,Petrol,55161.0,Hyundai
Hyundai Santro,518000.0,2019,Petrol,33771.0,Hyundai
Chevrolet Enjoy,525000.0,2016,Diesel,75011.0,Chevrolet
Hyundai Verna,647000.0,2016,Petrol,41659.0,Hyundai
Volvo S 80,925000.0,2012,Diesel,126055.0,Volvo
Tata Tigor,645000.0,2020,Petrol,19935.0,Tata
Datsun RediGO,253000.0,2016,Petrol,61126.0,Datsun
Mitsubishi Pajero,1025000.0,2012,Diesel,100043.0,Mitsubishi
Mitsubishi Pajero,1175000.0,2013,Diesel,70034.0,Mitsubishi
Volkswagen Polo,600000.0,2018,Diesel,90068.0,Volkswagen
Hyundai Xcent,405000.0,2015,Petrol,86694.0,Hyundai
Mercedes-Benz C-Class,1040000.0,2011,Diesel,86000.0,Mercedes-Benz
Maruti Ciaz,585000.0,2015,Petrol,79399.0,Maruti
Audi A4,1175000.0,2012,Diesel,86038.0,Audi
Maruti Wagon R,385000.0,2015,Petrol,69863.0,Maruti
Toyota Innova Crysta,1750000.0,2017,Diesel,2000022.0,Toyota
Hyundai i10,310000.0,2013,Petrol,133727.0,Hyundai
Hyundai Creta,916000.0,2016,Petrol,85781.0,Hyundai
Tata Altroz,800000.0,2022,Diesel,8837.0,Tata
Toyota Corolla Altis,475000.0,2011,Diesel,120057.0,Toyota
Toyota Glanza,699000.0,2019,Petrol,48527.0,Toyota
Honda WR-V,714000.0,2017,Diesel,71096.0,Honda
Honda Amaze,750000.0,2020,Petrol,22000.0,Honda
Hyundai Grand i10 Nios,626000.0,2020,Petrol,110054.0,Hyundai
Honda City,465000.00000000006,2012,Petrol,85028.0,Honda
Honda City,1268000.0,2021,Petrol,10990.0,Honda
Hyundai Elantra,805000.0000000001,2017,Petrol,115484.0,Hyundai
Skoda Yeti,475000.0,2011,Diesel,80062.0,Skoda
Skoda Rapid,375000.0,2012,Diesel,80039.0,Skoda
Maruti S-Presso,510000.0,2020,Petrol,16473.0,Maruti
Maruti Baleno,660000.0,2017,Petrol,53819.0,Maruti
Mahindra Scorpio,495000.0,2011,Diesel,100060.0,Mahindra
Volkswagen Vento,790000.0,2017,Petrol,93000.0,Volkswagen
Maruti Ertiga,690000.0,2013,Diesel,82000.0,Maruti
BMW 5 Series,1450000.0,2013,Diesel,100057.0,BMW
Volkswagen Ameo,570000.0,2016,Diesel,100425.0,Volkswagen
Hyundai Verna,827000.0,2018,Diesel,102497.0,Hyundai
Toyota Etios,345000.0,2011,Petrol,97942.0,Toyota
Volkswagen Polo,650000.0,2019,Petrol,78423.0,Volkswagen
Maruti Alto 800,244000.0,2014,Petrol,43088.0,Maruti
Renault Kiger,815000.0,2021,Petrol,14103.0,Renault
Mercedes-Benz C-Class,1100000.0,2011,Diesel,74000.0,Mercedes-Benz
Toyota Urban cruiser,1150000.0,2022,Petrol,41285.0,Toyota
Ford Figo,210000.0,2012,Petrol,76554.0,Ford
Datsun GO Plus,391000.0,2018,Petrol,25119.0,Datsun
Volkswagen Taigun,1529000.0,2022,Petrol,4977.0,Volkswagen
Honda New Accord,250000.0,2004,Petrol,85037.0,Honda
Maruti S-Presso,549000.0,2021,Petrol,2177.0,Maruti
Ford Ecosport,860000.0,2018,Diesel,40511.0,Ford
Hyundai Venue,1145000.0,2021,Petrol,30400.0,Hyundai
Honda WR-V,790000.0,2017,Diesel,75000.0,Honda
Skoda Kushaq,1650000.0,2021,Petrol,27600.0,Skoda
Hyundai Grand i10,475000.0,2015,Diesel,53908.0,Hyundai
Tata Punch,828999.9999999999,2021,Petrol,9471.0,Tata
Tata Tiago,648000.0,2020,Petrol,12011.0,Tata
Volkswagen Vento,375000.0,2011,Petrol,85000.0,Volkswagen
Hyundai Creta,964000.0,2016,Petrol,27370.0,Hyundai
Hyundai EON,288000.0,2016,Petrol,53098.0,Hyundai
Datsun RediGO,340000.0,2019,Petrol,51680.0,Datsun
Honda City,906000.0,2018,Petrol,35821.0,Honda
Hyundai i20,686000.0,2018,Petrol,39323.0,Hyundai
Renault KWID,335000.0,2016,Petrol,60799.0,Renault
Mercedes-Benz C-Class,1350000.0,2014,Diesel,130000.0,Mercedes-Benz
Maruti Ciaz,900000.0,2021,Petrol,30000.0,Maruti
Hyundai Verna,900000.0,2018,Petrol,58619.0,Hyundai
Ford Ecosport,890000.0,2019,Petrol,23300.0,Ford
Hyundai i20,280000.0,2010,Petrol,121032.0,Hyundai
Hyundai i10,265000.0,2010,Petrol,91000.0,Hyundai
Kia Seltos,1200000.0,2020,Diesel,30000.0,Kia
Maruti Baleno,574000.0,2019,Petrol,82171.0,Maruti
Tata Tiago,711000.0,2022,Cng,18551.0,Tata
Hyundai i20,960000.0,2020,Petrol,35000.0,Hyundai
Maruti Alto 800,273000.0,2016,Petrol,50252.0,Maruti
Honda Amaze,593000.0,2019,Petrol,34715.0,Honda
MG Hector,1725000.0,2020,Petrol,30197.0,MG
Hyundai Creta,844999.9999999999,2018,Petrol,79089.0,Hyundai
Nissan Sunny,300000.0,2011,Petrol,24035.0,Nissan
Hyundai Grand i10 Nios,735000.0,2020,Diesel,39605.0,Hyundai
Maruti Wagon R,407000.0,2016,Petrol,66992.0,Maruti
Maruti Celerio,460000.0,2017,Petrol,29973.0,Maruti
Renault KWID,360000.0,2018,Petrol,49791.0,Renault
MG Hector,1650000.0,2020,Petrol,52609.0,MG
Honda Jazz,360000.0,2010,Petrol,70000.0,Honda
Honda WR-V,700000.0,2018,Petrol,23000.0,Honda
Maruti Alto,210000.0,2010,Petrol,52172.0,Maruti
Nissan Micra,485000.0,2017,Petrol,67022.0,Nissan
Volkswagen Ameo,513000.0,2016,Diesel,103651.0,Volkswagen
Honda Amaze,520000.0,2016,Petrol,49682.0,Honda
Renault KWID,305000.0,2018,Petrol,53751.0,Renault
Maruti Alto 800,238000.0,2015,Petrol,111283.0,Maruti
Ford Ecosport,540000.0,2013,Diesel,63000.0,Ford
Datsun GO Plus,362000.0,2016,Petrol,52509.0,Datsun
Nissan Micra,460000.0,2017,Diesel,69319.0,Nissan
Maruti Celerio,451000.0,2018,Petrol,89191.0,Maruti
Mahindra KUV 100,442000.0,2017,Diesel,123152.0,Mahindra
Audi A6,1480000.0,2013,Diesel,65000.0,Audi
Honda Amaze,430000.0,2014,Diesel,116413.0,Honda
Hyundai Venue,950000.0,2022,Petrol,11600.0,Hyundai
MG Hector,1750000.0,2021,Petrol,18377.0,MG
Honda City,365000.0,2010,Petrol,97000.0,Honda
Hyundai EON,287000.0,2015,Petrol,75184.0,Hyundai
Maruti Swift Dzire,437000.0,2014,Petrol,49387.0,Maruti
Hyundai i10,310000.0,2011,Petrol,81000.0,Hyundai
Maruti Wagon R,287000.0,2010,Petrol,80320.0,Maruti
Skoda Rapid,1202000.0,2021,Petrol,8608.0,Skoda
Hyundai Verna,975000.0,2018,Petrol,23000.0,Hyundai
Nissan Terrano,515000.00000000006,2015,Diesel,96892.0,Nissan
Renault Duster,665000.0,2016,Diesel,75000.0,Renault
Maruti Alto 800,279000.0,2016,Petrol,61237.0,Maruti
Nissan Magnite,766000.0,2021,Petrol,32806.0,Nissan
Renault KWID,380000.0,2019,Petrol,52138.0,Renault
Volkswagen Ameo,520000.0,2016,Petrol,37429.0,Volkswagen
Maruti Wagon R,260000.0,2010,Petrol,78978.0,Maruti
Toyota Fortuner,1475000.0,2012,Diesel,100000.0,Toyota
Honda Brio,450000.0,2015,Petrol,52044.0,Honda
Renault Triber,840000.0,2023,Petrol,8541.0,Renault
Skoda Rapid,710000.0,2019,Petrol,30000.0,Skoda
Maruti Celerio X,459000.0,2018,Petrol,44768.0,Maruti
Ford Ecosport,769000.0,2020,Petrol,27062.0,Ford
Hyundai Verna,900000.0,2018,Petrol,46973.0,Hyundai
Volkswagen Virtus,1277000.0,2022,Petrol,22239.0,Volkswagen
Tata Nexon,969000.0,2021,Petrol,16455.0,Tata
Tata Altroz,942000.0,2022,Petrol,5107.0,Tata
Hyundai Grand i10 Nios,690000.0,2022,Petrol,34000.0,Hyundai
Jeep Compass,1256000.0,2018,Petrol,88923.0,Jeep
Maruti Wagon R,288000.0,2013,Petrol,94581.0,Maruti
Hyundai i20,950000.0,2021,Petrol,30924.0,Hyundai
Maruti Alto K10,222000.00000000003,2011,Petrol,58747.0,Maruti
Maruti Alto,235000.0,2012,Petrol,63697.0,Maruti
Honda WR-V,890000.0,2017,Diesel,53000.0,Honda
Ford Ecosport,660000.0,2016,Diesel,43000.0,Ford
Honda Amaze,380000.0,2013,Diesel,108513.0,Honda
Skoda Rapid,675000.0,2015,Diesel,91000.0,Skoda
Honda WR-V,971000.0,2021,Diesel,71721.0,Honda
Renault KWID,352000.0,2019,Petrol,39276.0,Renault
Maruti Vitara Brezza,866000.0,2019,Diesel,85616.0,Maruti
Toyota Etios,508000.0,2016,Petrol,56380.0,Toyota
Hyundai i20,260000.0,2009,Petrol,83000.0,Hyundai
Maruti Vitara Brezza,796000.0,2016,Diesel,66211.0,Maruti
Hyundai Grand i10,434000.0,2016,Petrol,60662.0,Hyundai
Tata Punch,782000.0,2021,Petrol,24140.0,Tata
Hyundai i20,1090000.0,2021,Petrol,27000.0,Hyundai
Chevrolet Beat,350000.0,2013,Diesel,63000.0,Chevrolet
Audi A6,995000.0,2013,Diesel,81000.0,Audi
Volkswagen Virtus,1621000.0,2022,Petrol,12901.0,Volkswagen
Datsun GO,471000.0,2019,Petrol,29708.0,Datsun
MG Astor,1689999.9999999998,2021,Petrol,22186.0,MG
Datsun GO Plus,396000.0,2019,Petrol,71413.0,Datsun
Hyundai i20,301000.0,2011,Petrol,50046.0,Hyundai
Kia Seltos,1490000.0,2019,Petrol,57600.0,Kia
Datsun GO,393000.0,2019,Petrol,46116.0,Datsun
Volkswagen Polo,555000.0,2018,Petrol,81454.0,Volkswagen
Ford Ecosport,990000.0,2019,Petrol,37655.0,Ford
Audi A4,1390000.0,2013,Diesel,73000.0,Audi
Volkswagen Vento,850000.0,2017,Petrol,15100.0,Volkswagen
Kia Sonet,1050000.0,2020,Petrol,23700.0,Kia
Renault Kiger,972000.0,2022,Petrol,7087.0,Renault
Hyundai Grand i10 Nios,725000.0,2020,Petrol,40000.0,Hyundai
Renault KWID,316000.0,2016,Petrol,58155.0,Renault
Ford Ecosport,860000.0,2020,Petrol,30015.0,Ford
Hyundai Aura,890000.0,2022,Petrol,5239.0,Hyundai
Hyundai i10,251000.0,2011,Petrol,62606.0,Hyundai
Tata Tiago,433000.0,2017,Petrol,65287.0,Tata
Maruti Ciaz,715000.0,2018,Diesel,50267.0,Maruti
Maruti Alto K10,345000.0,2015,Petrol,87277.0,Maruti
Maruti SX4 S Cross,855000.0000000001,2021,Petrol,11323.0,Maruti
Maruti Celerio,365000.0,2016,Petrol,90487.0,Maruti
Maruti Zen Estilo,220000.00000000003,2010,Petrol,55405.0,Maruti
Mahindra TUV 300,890000.0,2017,Diesel,31450.0,Mahindra
Audi Q3,1350000.0,2013,Diesel,90000.0,Audi
Mercedes-Benz C-Class,1220000.0,2012,Petrol,36000.0,Mercedes-Benz
Honda CR-V,1650000.0,2017,Petrol,95000.0,Honda
Hyundai i20,275000.0,2010,Petrol,107280.0,Hyundai
Nissan Kicks,1050000.0,2019,Diesel,45700.0,Nissan
Fiat Punto,295000.0,2013,Diesel,74686.0,Fiat
Maruti Celerio,461000.00000000006,2018,Petrol,119004.0,Maruti
Hyundai Venue,719000.0,2019,Diesel,117079.0,Hyundai
Honda Jazz,550000.0,2017,Petrol,35000.0,Honda
Hyundai Santro Xing,287000.0,2012,Petrol,76730.0,Hyundai
Hyundai Venue,1035000.0,2022,Petrol,21123.0,Hyundai
Toyota Corolla Altis,875000.0,2014,Petrol,98000.0,Toyota
Tata Tiago,445000.0,2018,Petrol,69684.0,Tata
Renault Duster,1190000.0,2020,Petrol,16600.0,Renault
Volkswagen Vento,540000.0,2016,Petrol,90403.0,Volkswagen
Volkswagen Polo,584000.0,2016,Diesel,81009.0,Volkswagen
Volkswagen Taigun,1770000.0,2021,Petrol,16500.0,Volkswagen
Tata Tiago,430000.0,2017,Diesel,84741.0,Tata
Mahindra TUV 300 Plus,990000.0,2018,Diesel,51122.0,Mahindra
Ford Figo,120000.0,2010,Diesel,96094.0,Ford
Maruti Swift,620000.0,2018,Petrol,42891.0,Maruti
Renault Duster,890000.0,2018,Diesel,59100.0,Renault
Tata Nexon,801000.0,2018,Petrol,55913.0,Tata
Hyundai Creta,762000.0,2016,Petrol,57437.0,Hyundai
Maruti Swift,523000.00000000006,2018,Petrol,28151.0,Maruti
Hyundai Creta,765000.0,2017,Petrol,60000.0,Hyundai
Kia Sonet,894999.9999999999,2021,Petrol,20000.0,Kia
Hyundai Aura,708000.0,2021,Cng,42682.0,Hyundai
Volkswagen Polo,400000.0,2017,Petrol,44653.0,Volkswagen
Hyundai Grand i10 Nios,725000.0,2022,Cng,7000.0,Hyundai
Maruti Baleno,663000.0,2019,Petrol,67823.0,Maruti
Honda Brio,390000.0,2014,Petrol,50000.0,Honda
Nissan Kicks,784000.0,2019,Diesel,97055.0,Nissan
Kia Sonet,1350000.0,2022,Diesel,24000.0,Kia
BMW X1,900000.0,2013,Diesel,29000.0,BMW
Tata Safari Storme,350000.0,2013,Diesel,150000.0,Tata
Hyundai Venue,839000.0,2019,Diesel,83329.0,Hyundai
Maruti Zen Estilo,120000.0,2008,Petrol,43000.0,Maruti
Hyundai Grand i10 Nios,750000.0,2022,Petrol,8000.0,Hyundai
Skoda Kushaq,1284000.0,2021,Petrol,11404.0,Skoda
Hyundai Creta,850000.0,2019,Petrol,70000.0,Hyundai
Tata Altroz,869999.9999999999,2023,Diesel,23000.0,Tata
Maruti Ignis,634000.0,2022,Petrol,19044.0,Maruti
Hyundai Creta,1250000.0,2019,Petrol,17367.0,Hyundai
Kia Seltos,1325000.0,2020,Diesel,3800.0,Kia
Hyundai Grand i10,421000.0,2014,Petrol,43124.0,Hyundai
Mahindra XUV500,1300000.0,2020,Diesel,20000.0,Mahindra
Hyundai Creta,1000000.0,2017,Diesel,60000.0,Hyundai
Maruti Baleno,600000.0,2018,Petrol,36000.0,Maruti
Hyundai Grand i10,495000.0,2015,Petrol,44559.0,Hyundai
Tata Altroz,627000.0,2021,Petrol,37587.0,Tata
Honda Amaze,340000.0,2016,Petrol,90000.0,Honda
Hyundai i10,190000.0,2010,Petrol,73786.0,Hyundai
Toyota Corolla Altis,300000.0,2009,Petrol,50000.0,Toyota
Maruti Swift,575000.0,2018,Petrol,22000.0,Maruti
Maruti Baleno,743000.0,2019,Petrol,38103.0,Maruti
Maruti Ignis,645000.0,2022,Petrol,15000.0,Maruti
Toyota Innova Crysta,1700000.0,2018,Diesel,69000.0,Toyota
Hyundai Grand i10,359000.0,2013,Petrol,48327.0,Hyundai
Maruti Zen Estilo,120000.0,2008,Petrol,40000.0,Maruti
Kia Seltos,1121000.0,2020,Petrol,38967.0,Kia
Kia Seltos,1375000.0,2020,Diesel,50000.0,Kia
Maruti Baleno,525000.0,2016,Petrol,33000.0,Maruti
Toyota Etios,375000.0,2014,Petrol,70000.0,Toyota
Maruti Wagon R,90000.0,2006,Petrol,120000.0,Maruti
Isuzu MU-X,1698999.9999999998,2018,Diesel,72000.0,Isuzu
Hyundai Creta,894999.9999999999,2017,Petrol,58511.0,Hyundai
Maruti Swift Dzire,410000.0,2014,Diesel,60000.0,Maruti
Mahindra Scorpio,1250000.0,2019,Diesel,40000.0,Mahindra
Maruti Swift,525000.0,2019,Petrol,43500.0,Maruti
Maruti Swift Dzire,625000.0,2019,Petrol,68192.0,Maruti
Mahindra XUV500,850000.0,2017,Diesel,100000.0,Mahindra
Honda Jazz,340000.0,2015,Diesel,74872.0,Honda
Toyota Innova Crysta,1750000.0,2019,Diesel,47000.0,Toyota
